link ,label ,gender ,bio ,nation ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/4875 ,Raijin (雷神) ,male ,God of thunder and lightning; represented as a demon beating drums to create thunder. ,Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/6183 ,Sotorihime ,female ,"Princess Sotori was the concubine of the Emperor Ingyo (reigned AD 412-53), so named for the beauty of her skin which seemed to radiate through her robes. Later accounts associated her with the deity Tamatsushima Myojin, enshrined at Wakanoura in Kii Province, and venerated her as one of the three gods of poetry together with Kakimoto no Hitomaro and Yamabe no Akahito. In the preface to the 'Kokin waka shu' Imperial poetry anthology of the early tenth century it is claimed that the famed eighth-century poetess and beauty Ono no Komachi followed the poetry lineage of Princess Sotori. ",Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/7185 ,Uzume (鈿女) ,female ,"Shinto goddess, who lured Amaterasu out of the cave. ",Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8023 ,Ambikā ,female ,Ambikā or Ambikā Devī ( अम्बिका देवी ) is goddess venerated by Jains and Hindus. Among the Jains she is classed as the Yakṣī (dedicated attendant deity) or the Śāsana Devī (protector goddess) of the 22nd Tīrthankara Neminātha. ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8023 ,Ambikā ,female ,Ambikā or Ambikā Devī ( अम्बिका देवी ) is goddess venerated by Jains and Hindus. Among the Jains she is classed as the Yakṣī (dedicated attendant deity) or the Śāsana Devī (protector goddess) of the 22nd Tīrthankara Neminātha. ,Jain ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8047 ,Ānantavirya ,male ,Jain yaksha (minor deity). ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8047 ,Ānantavirya ,male ,Jain yaksha (minor deity). ,Jain ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8074 ,Annapurna ,female ,"Benign goddess associated with fruitfulness, especially food; usually depicted holding a ladle and associated particularly with Benares where she is represented offering rice to her consort, Śiva. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8254 ,Balarāma ,male ,"Kṛṣṇa's elder brother; considered an avatar of Viṣṇu in some traditions.  In early iconography, he is depicted as a serpent deity (early centuries A.D.). Later, as the patron of Agriculture,  he is often represented carrying a ploughshare. He was of immense strength and comparable temper.

He also appears, in a semi-anthropomorphic form, as part of the Puri triad along with Jagannatha and Subhadra. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8726 ,Cāmuṇḍā (Chamunda) ,female ,Fierce goddess in Hinduism.  Often depicted as a skeletal hag. ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/9253 ,Cunda ,female ,Buddhist goddess. ,Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/9309 ,Dakṣa (Daksha) ,male ,"Goat-headed father of Satī, the first wife of Śiva.  The famous story of Dakṣa recalls how, disgusted at the behaviour of his drug-crazed son-in-law, Dakṣa refused to invite him to an important sacrifice.  Humiliated by the actions of her father, Satī committed suicide by immolating herself on the sacrificial fire. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/9449 ,Devasena ,female ,"Brahmanical (Sanskritic) wife of Murugan, married at Tirupparankunram. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/2280 ,Izanagi (伊邪那岐) ,male ,"One of the mythological founders of Japan, depicted with partner Izanami (q.v.). ",Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/2281 ,Izanami (伊弉冉尊) ,female ,"One of the mythological founders of Japan, depicted with partner Izanagi (q.v.). ",Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/70 ,Amaterasu (天照大身神) ,female ,"The sun goddess within Shinto worship, whose name means 'Shining Heaven'. ",Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8021 ,Ambaji (Amba) ,female ,"Goddess, especially revered in the western Indian states of Gujarat and Rajasthan.  Her vahana (mount) is a tiger. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/6290 ,Susano-o no Mikoto (須佐之男命) ,male ,Shinto deity; brother of the Sun Goddess Amaterasu. ,Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8743 ,Cao Guojiu 曹國舅 ,male ,"Cao Guojiu. One of the Eight Immortals (q.v.). Said to have been connected with the Song Imperial family. Usually shown in court headdress and official robes, holding a jade tablet (for admission to court). ",Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/215100 ,Nang Kawak ,female ,"Nang Kawak (Lady Kawak) is venerated by merchants, male and female, who seek her help with success in trading and increasing wealth. She is said to have been the daughter of a merchant from a town near Savatthi in Ancient India, who accompanied her father on his trading journeys. During these travels she heard sermons by highly-accomplished Buddhist monks, who then bestowed good fortune on her and her family. ",Thai ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/216163 ,U Min Kyaw Zwa ,male ,"Burmese nat spirit associated with alcohol, cock-fighting, and horse-back riding. ",Burmese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/225214 ,Gayatri ,female ,"The personification of the Gayatri hymn, the goddess Gayatri is depicted with five heads and ten arms. She is a consort of Brahma and encompasses aspects of Sarasvati and Parvati. ",Indian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/5200 ,Tatsuta-hime ,female ,Shinto goddess of autumn and the harvest. ,Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/71 ,Ame no Tajikara O-no-Mikoto (天の手力男命) ,male ,Kami in the Shinto faith. ,Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/15939 ,You Lei ,male ,One of the Chinese door-gods ('men shen'). ,Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/16192 ,Zhenwu ,male ,"Zhenwu [Perfected Warrior], also known as Beiji yousheng zhenjun [The perfected ruler of the north star who assists the sage ruler] identified by the symbol of the north- a snake wrapped around a tortoise- beneath his right foot. ",Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/3465 ,Kushi Inada Hime (奇稲田姫) ,female ,Shinto deity. ,Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/8854 ,Changgun 장군 將軍 ,male ,"General officer of military, or deity of Korean Shamanism referring to the General. ",Korean ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/217183 ,Ghatikara ,male ,Ghatikara is one of the Great Brhamas. He gives monk's robes to Prince Siddhartha when the latter renounces worldly life in his path to Buddhahood. ,Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/217252 ,Verethragna ,male ,"Warrior god, the victorious aggressive force against evil in the Zoroastrian and pagan Iranian tradition. He is described in ""Yasht"" 14 or ""Bahram Yasht"". In Iranian iconography of the Parthian period, the image of Herakles is used for Verethragna. ",Iranian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/217252 ,Verethragna ,male ,"Warrior god, the victorious aggressive force against evil in the Zoroastrian and pagan Iranian tradition. He is described in ""Yasht"" 14 or ""Bahram Yasht"". In Iranian iconography of the Parthian period, the image of Herakles is used for Verethragna. ",Zoroastrian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/160545 ,Antum ,female ,Goddess named on cuneiform tablet. ,Mesopotamian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/225448 ,Culsans ,male ,"Culsans was the Etruscan god whose head bears two faces, one looking forward and one back, and he is therefore usually equated with the Roman god Janus, though unlike Janus he is usually represented as young and beardless.  Like Janus he appears to have been associated with doorways and the calendar, looking backwards and forwards in place and time.

[J. Swaddling in Bruschetti et al 2014, III.86]



The Etruscan Janus, keeper of the gate ('cul alp' on the Piacenza Liver), Culsans is a purely Etruscan divinity or demon.  Culsu, the female equivalent of Culsans, is a demon dressed like Vanth, who appears on the sarcophagus of Hasti Afunei, from Chiusi.  The cult of Culsu is recorded on the epitaph of Laris Pulenas.

[L. Bonfante and J. Swaddling 2006, p. 74] ",Etruscan ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/1581 ,Heavenly Weaver ,female ,Figure in Chinese mythology. ,Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/224822 ,Ashi ,female ,Goddess who personifies the concept of reward. ,Iranian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/224822 ,Ashi ,female ,Goddess who personifies the concept of reward. ,Zoroastrian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/230401 ,Centeotl ,male ,Aztec maize god. ,Meso-American-Pre-Columbian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10011 ,Gaṇeśa ,male ,"The Indian deity Gaṇeśa is immediately recognisable because of his genial countenance and his elephant-head.  He is the auspicious god who is the Lord of all Beginnings, as well as both the placer and remover of obstacles.  He is thought of as the son of Siva (q.v.) and of Parvati (q.v.) and with their other child, Karttikeya (q.v.) comprises the frequently-depicted 'Holy Family'.  Theoretically and according to the texts, Gaṇeśa is the product of only his mother Parvati (the scurf from her bath into which she miraculously breathed life) , while Karrtikeya was generated solely by Siva.  Gaṇeśa's mount (vahana), is the rat or bandicoot.  The Tamil name for Gaṇeśa is Pillaiyar. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10309 ,Kui Xing 魁星 ,male ,"Kui Xing is the deity who distributes literary degrees. As his name suggests, he is believed to reside in the star group Kui, the trapezoidal section of the Great Dipper. Often this constellation is depicted above his head. He is shown to be wild looking with hair in horn-like clumps at the sides of his head and is generally barefoot, open mouthed and has a pock-marked face. ",Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10471 ,Hariti ,female ,"Originally an ogress who devoured children, she was converted by Sakyamuni and became a Buddhist nun; thereafter was worshipped as a protector of children; usually represented surrounded by children or carrying a child, a pomegranate, or a cornucopia. ",Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10471 ,Hariti ,female ,"Originally an ogress who devoured children, she was converted by Sakyamuni and became a Buddhist nun; thereafter was worshipped as a protector of children; usually represented surrounded by children or carrying a child, a pomegranate, or a cornucopia. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10905 ,Indra/Sakka/Taishakuten ,male ,"Lord of Tavatimsa Heaven. Leader of the devas (Gods).  God of rain and thunderstorms in Hinduism. A major deity in the Vedas, but in historic times only a minor divinity. Also, a deva, one of the astadikpala (Eight Guardians of Space), his remit is the east. Appears together with Brahma (q.v.) as protector of the historical Buddha. Wields a thunderbolt and rides the white, many-headed, elephant Airavata (Erawan) (q.v.).  In Buddhism, one of the 'Twelve Devas', protectors of the faith. ",Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10905 ,Indra/Sakka/Taishakuten ,male ,"Lord of Tavatimsa Heaven. Leader of the devas (Gods).  God of rain and thunderstorms in Hinduism. A major deity in the Vedas, but in historic times only a minor divinity. Also, a deva, one of the astadikpala (Eight Guardians of Space), his remit is the east. Appears together with Brahma (q.v.) as protector of the historical Buddha. Wields a thunderbolt and rides the white, many-headed, elephant Airavata (Erawan) (q.v.).  In Buddhism, one of the 'Twelve Devas', protectors of the faith. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11248 ,Kali ,female ,"Fierce goddess, especially popular in eastern India, particularly at the Kalighat Temple in Calcutta.  She is frequently depicted striding over recumbent Siva (q.v.) and shown on the battleground, blood dripping from her lolling tongue.  Her skirt is made of human arms. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11790 ,Li Tieguai 李鐵拐 ,male ,One of the Eight Immortals (q.v.). Carries an iron-crutch and a gourd bottle containing medicine. ,Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11856 ,Liu Hai 劉海 ,male ,"One of the Daoist immortals (q.v.). A popular Chinese god of wealth, usually seen with the three-legged toad and a string of Chinese coins. Originally a Tang dynasty Minister of State and alchemist, who was a proficient student of Daoist magic; he learned the secret of immortality from the Chan Chu (""Three-legged Money Toad""). ",Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11941 ,Lu Dongbin 呂洞賓 ,male ,"Chief of the Eight Immortals (q.v.). Usually dressed as a scholar, holding a fly-whisk, with a magic sword across his back. ",Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12135 ,Mahāsthāmaprāpta ,male ,A Bodhisattva whose Sanskrit name means 'he who has obtained the highest strength'; one of the two attendants of Amitābha who generally stands at his left hand and represents wisdom. ,Asian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12799 ,Nana ,female ,Water goddess and supreme Kushan goddess.  Equated with Anahita (q.v.). ,Kushan ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13312 ,Prajñāparamitā ,female ,Female personification of the Buddhist text of the same name. ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13324 ,Pṛithvī ,female ,"Deva of the Earth, representing the Nadir. In Buddhism, one of the 'Twelve Devas', protectors of the faith. ",Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13324 ,Pṛithvī ,female ,"Deva of the Earth, representing the Nadir. In Buddhism, one of the 'Twelve Devas', protectors of the faith. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/1342 ,Hachiman (八幡) ,male ,"15th imperial ruler of Japan, son of the Emperor Chuai and his consort Jingu; deified as Hachiman Daimyojin, the guardian of warriors, and as the bodhisattva Hachiman. ",Japanese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13860 ,Sarasvatī ,female ,"Goddess of wisdom, education and learning; fair and four-armed. Daughter of Śiva and Pārvatī, wife of Brahma. Usually depicted sitting on a lotus (representing knowledge) and holding in one of her right hands a flower, which she offers to her husband, and in the other a book of palm leaves indicating her love of learning; in her left hand a string of pearls which serves as a rosary and in the other a damaru or small drum. Her mount is most often the swan or sometimes the peacock; in Bengal, the owl. She is the font of learning and imparts knowledge to all those who study. Therefore she is regularly worshipped in schools, universities and libraries.

In Japan, Shinto deity, associated with music and water, appears popular culture as one of the Seven Gods of Good Fortune (Shichifukujin). ",Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13860 ,Sarasvatī ,female ,"Goddess of wisdom, education and learning; fair and four-armed. Daughter of Śiva and Pārvatī, wife of Brahma. Usually depicted sitting on a lotus (representing knowledge) and holding in one of her right hands a flower, which she offers to her husband, and in the other a book of palm leaves indicating her love of learning; in her left hand a string of pearls which serves as a rosary and in the other a damaru or small drum. Her mount is most often the swan or sometimes the peacock; in Bengal, the owl. She is the font of learning and imparts knowledge to all those who study. Therefore she is regularly worshipped in schools, universities and libraries.

In Japan, Shinto deity, associated with music and water, appears popular culture as one of the Seven Gods of Good Fortune (Shichifukujin). ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/15054 ,Vaiśravaṇa ,male ,"Deva, one of the Four Guardians of Space (Four Guardian Kings, lokapala), his remit is the north [see also Dhrtarastra, King of the East (q.v.); Virupaksa, King of the West (q.v.) and Virudhaka, King of the South (q.v.)]. His original identity was Kuvera, god of Wealth (q.v). Shown as a warrior in full armour, holding a spear in one hand and a miniature pagoda in the other. In Buddhism, one of the 'Twelve Devas', protectors of the faith. In Japan, called Tamonten as one of the Four Guardian Kings (Shitenno), but Bishamonten as one of the Twelve Devas (Juniten) and as a focus of belief in his own right; also one of the Seven Gods of Good Fortune (Shichifukujin, q.v.). Sometimes accompanied by Kichijoten (q.v.), his wife, and Zennishi Doji (q.v.), their son. ",Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/15054 ,Vaiśravaṇa ,male ,"Deva, one of the Four Guardians of Space (Four Guardian Kings, lokapala), his remit is the north [see also Dhrtarastra, King of the East (q.v.); Virupaksa, King of the West (q.v.) and Virudhaka, King of the South (q.v.)]. His original identity was Kuvera, god of Wealth (q.v). Shown as a warrior in full armour, holding a spear in one hand and a miniature pagoda in the other. In Buddhism, one of the 'Twelve Devas', protectors of the faith. In Japan, called Tamonten as one of the Four Guardian Kings (Shitenno), but Bishamonten as one of the Twelve Devas (Juniten) and as a focus of belief in his own right; also one of the Seven Gods of Good Fortune (Shichifukujin, q.v.). Sometimes accompanied by Kichijoten (q.v.), his wife, and Zennishi Doji (q.v.), their son. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/15091 ,Varuṇa ,male ,"Deva of the Waters. One of the astadikpala, the Eight Guardians of Space. In Buddhism, one of the 'Twelve Devas', protectors of the faith. ",Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/15091 ,Varuṇa ,male ,"Deva of the Waters. One of the astadikpala, the Eight Guardians of Space. In Buddhism, one of the 'Twelve Devas', protectors of the faith. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10056 ,Garuḍa ,male ,"Garuḍa is the bird vahana (mount) on which Viṣṇu rides. Likewise he is the vahana of Kṛṣṇa, appearing whenever he is wanted to convey his master. He is represented as a large, white-necked, eagle. On the walls of many Vaisnava temples, he is represented as a kneeling young man with a bird's head, hands clasped in prayer before his master. In sculpture, however, he is most often shown in his guise as mount. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10141 ,Fu xing 福星 ,male ,"One of the three gods known collectively as 'Fu-Lu-Shou san xing' (three stellar deities of happiness, wealth and longevity), the others being Lu xing (God of Wealth)
and Shou xing (God of Longevity). Fu xing is usually represented as a tall figure in court dress, carrying a ruyi-sceptre. ",Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10446 ,Hanumān ,male ,The general of the monkey king Sugrīva who came to the aid of Rāma in rescuing Sīta from the hands of the demon Rāvaṇa in Laṇka. Sometimes known as the son of Vāyu (the god of the wind). ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10931 ,Īśāna ,male ,"A form of Shiva that represents transcendental knowledge; as a deva, one of the eight dikpāla-s or 'guardians of directions' whose remit is normally the north-east. In Buddhism, one of the 'Twelve Devas', protectors of the faith. ",Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/10931 ,Īśāna ,male ,"A form of Shiva that represents transcendental knowledge; as a deva, one of the eight dikpāla-s or 'guardians of directions' whose remit is normally the north-east. In Buddhism, one of the 'Twelve Devas', protectors of the faith. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11199 ,Kṛṣṇa ,male ,"Eighth avatar of Viṣṇu, renowned god of Indian mythology and celebrated hero of Indian lore.  Usually depicted dark blue or black. and with yellow dhoti.  Regarded by some devotees as the Supreme Godhead, beyond this listing of the avatars of Viṣṇu.

Jagannatha, literally 'Lord of the World' is a the deity at Puri, Orissa, and is considered by many as a form of Kṛṣṇa. Probably originating as a tribal deity, he was doubtless worshipped in aniconic form, later becoming absorbed into the orthodox Hindu pantheon. He thereby acquired some human characteristics, such as the facial features and stumpy arms seen in images of the deity today. He is typically shown with his brother Balarāma (his right) and their sister, Subhadrā (left). When shown this way, it is sometimes referred to as the Jagannatha Triad and all three deities are entered as Associated Names. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11256 ,Kalki ,male ,"Tenth and final avatara of Viṣṇu, envisaged as a horse, frequently rider-less.  This avatara is still to come. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11335 ,Kārttikeya (Skanda) ,male ,"God of war, son of Śiva and Pārvatī; often upheld as an ideal of male beauty. Known as Subrahmanya, Sanmukha or Murugan in South India, where he is one of the most prominent deities, Kārttikeya has his own mythology. In Buddhist belief, became a protector of the Dharma. In China, conflated with a famous general; he is usually shown wearing armour, with a sword resting on his forearms, and his hands clasped in the Veneration Mudra. Often held to be the guardian of monasteries and monks; in Japan he was enshrined in Zen kitchens. ",Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11335 ,Kārttikeya (Skanda) ,male ,"God of war, son of Śiva and Pārvatī; often upheld as an ideal of male beauty. Known as Subrahmanya, Sanmukha or Murugan in South India, where he is one of the most prominent deities, Kārttikeya has his own mythology. In Buddhist belief, became a protector of the Dharma. In China, conflated with a famous general; he is usually shown wearing armour, with a sword resting on his forearms, and his hands clasped in the Veneration Mudra. Often held to be the guardian of monasteries and monks; in Japan he was enshrined in Zen kitchens. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11563 ,Kūrma ,male ,"Second avatar of Viṣṇu, in the form of a tortoise.  Appears prominently in the story of the Churning of the Ocean when Mount Mandara is placed upon his back and used as a churning pole to generate Creation. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11569 ,Kuvera ,male ,"God of Wealth; one of the Guardians of Space, whose remit is the north, appears in Buddhism as Vaisravana (q.v.). ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/11967 ,Lu xing 祿星 ,male ,"One of the three gods known collectively as 'Fu-Lu-Shou san xing' (three stellar deities of happiness, wealth and longevity), the others being Fu xing (God of Happiness, q.v.)
and Shou xing (God of Longevity, q.v.). Lu xing is usually represented as a tall figure in court dress, carrying a small boy or a jade tablet. ",Chinese ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12122 ,Mahākāla ,male ,In Hinduism a name of Siva; in Buddhism a protector deity who takes white and dark forms and serves as Dharmapāla. ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12122 ,Mahākāla ,male ,In Hinduism a name of Siva; in Buddhism a protector deity who takes white and dark forms and serves as Dharmapāla. ,Tibetan ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12211 ,Manasā ,female ,"A folk goddess worshipped principally in Eastern India (Bengal, Bihar, Orissa and Assam) and whose cult originally vied with that of Siva. The iconography typically displays a female deity rising up from the nether world surrounded by snakes whose virulent powers she can assume. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12260 ,Mara ,male ,Buddhist god of worldly desires who brings his warrior sons and his seductive daughters to both assail and tempt the Buddha (q.v.) during his meditation bemneath the Bodhi Tree (q.v.) at Bodh Gaya. ,Buddhist ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12332 ,Matsya ,male ,"The first avatar of Viṣṇu, in fish form. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12715 ,Murugan ,male ,The name by which Kārttikeya is known in southern India.  Important in the Tamil country as he has his own independent cult.  His most famous temple is at Palni. ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12784 ,Naigameṣa ,male ,"Minor deity, goat-headed, known from sculptures of the early centuries A.D. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/12823 ,Narasiṁha ,male ,Incarnation of the god Viṣṇu in a hybrid lion-man form. ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13046 ,Pārvatī ,female ,"Wife of Śiva, daughter of Himavant and Menaka; lives on Mount Kailash.  As Pārvatī , she is usually depicted as young, nubile and attractive.  She is the mother of elephant-headed Gaṇeṣa. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13128 ,Paraśurāma ,male ,War-like version of Rāma ('Rāma with the axe').  He appears in some listings of the ten avataras of Viṣṇu (replaces the Buddha). ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13146 ,Pārśvanātha ,male ,"In the Jain religion, the penultimate of the twenty-four Jain Tīrthaṁkara; identified by the multi-headed serpent above his head, usually with three, seven or eleven heads. ",Jain ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13441 ,Rāma ,male ,"Hero of the great epic, the Ramayana; husband of Sīta, brother of Laksmana.  Considered to be the sixth incarnation of Viṣṇu. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13444 ,Ravaṇa ,male ,"The 10-headed King of Lanka in the great epic of the Ramayana.  The adversary of Rāma and the abducter of Sīta.  A devotee of Śiva. In Thai, Ravana is called ‘Thotsaken’ from the word ‘dashakantha’ which means ‘ten necks’. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13457 ,Rādhā ,female ,"Rādhā, most favoured of the gopīs and lover of Kṛṣṇa. She resides in the forest of Vṛndāvan. Rādhā's selfless devotion to Kṛṣṇa is seen as a model for devotees to emulate. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/13467 ,Rahu ,male ,One of the nine planets in Indian astrological science personified as a demon. Often depicted as a demon snake or a demon with a severed head riding a chariot of black horses. ,Indian ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/14291 ,Dākinī ,female ,"Type of minor goddess (male, Dāka).  Featured in the Mahayana and imaged especially in the Tibetan tradition.  In Tibet, many stories abound concerning the ability of the Dākinī to fly at will. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/14324 ,Sitatara ,female ,Goddess. ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/14555 ,Subhadra ,female ,"Sister of Kṛṣṇa. Arjuna fell in love with Subhadra and, with Kṛṣṇa's consent, they eloped together. Afterwards, however, they  returned to Dvārakā where they were formally married amid great festivities. Subhadra was easily reconciled to Draupadi and became the mother of Arjuna's son, Abhimanyu.

Subhadra also appears as part of the Puri triad, flanked by Jagannatha (Kṛṣṇa's local name in Orissa) on the right and Balarama on the left. ",Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/14585 ,Sulocanā ,female ,Jain goddess. ,Jain ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/14647 ,Syamatara ,female ,Goddess. ,Hindu ,
https://public.researchspace.org/resource/?uri=http://collection.britishmuseum.org/id/person-institution/14749 ,Tārā ,female ,"The female consort of the Bodhisattva Avalokiteśvara and other Buddhist deities. There are other manifestations of the goddess, the green  and white forms being the most popular. ",Hindu ,
