DENW165@Mönchengladbach Aachener Straße 426/428@städtisches Gebiet@Verkehr@47@---
DENW100@Mönchengladbach Düsseldorfer Straße@städtisches Gebiet@Verkehr@25@0
DENW259@Mönchengladbach Friedrich-Ebert-Straße@städtisches Gebiet@Verkehr@42@0
DENW187@Mülheim Aktienstraße 152/154@städtisches Gebiet@Verkehr@49@---
DENW038@Mülheim-Styrum@städtisches Gebiet@Hintergrund@31@0
DENW269@Münster Bült@städtisches Gebiet@Verkehr@56@---
DENW268@Münster Steinfurter Straße 11@städtisches Gebiet@Verkehr@44@---
DENW260@Münster Weseler Straße@städtisches Gebiet@Verkehr@50@---
DENW095@Münster-Geist@städtisches Gebiet@Hintergrund@24@0
DENW065@Netphen (Rothaargebirge)@ländlich regional@Hintergrund@4,7@0
DENW290@Neuss Batteriestraße@städtisches Gebiet@Verkehr@51@---
DENW172@Neuss Friedrichstraße 29@städtisches Gebiet@Verkehr@50@---
DENW289@Neuss Krefelder Straße@ländliches Gebiet@Verkehr@52@---
DENW209@Oberhausen Mülheimer Straße 116@städtisches Gebiet@Verkehr@54@---
DENW188@Oberhausen Mülheimer Straße 117@städtisches Gebiet@Verkehr@58@0
DENW213@Overath Hauptstraße 55@städtisches Gebiet@Verkehr@52@---
DENW157@Paderborn Bahnhofstraße@städtisches Gebiet@Verkehr@54@---
DENW158@Paderborn Friedrichstraße 29@städtisches Gebiet@Verkehr@56@---
DENW078@Ratingen-Tiefenbroich@vorstädtisches Gebiet@Hintergrund@29@0
DENW296@Recklinghausen Bochumer Straße@städtisches Gebiet@Verkehr@46@---
DENW279@Recklinghausen Kaiserwall@städtisches Gebiet@Verkehr@42@---
DENW248@Recklinghausen Königswall 6@städtisches Gebiet@Verkehr@43@---
DENW166@Remscheid Freiheitstraße@städtisches Gebiet@Verkehr@46@---
DENW179@Schwerte@städtisches Gebiet@Hintergrund@24@0
DENW292@Schwerte Hörder Straße@städtisches Gebiet@Verkehr@48@0
DENW272@Siegen Frankfurter Straße@städtisches Gebiet@Verkehr@43@---
DENW167@Siegen Sandstraße 15@städtisches Gebiet@Verkehr@49@---
DENW064@Simmerath (Eifel)@ländlich regional@Hintergrund@6,4@0
DENW068@Soest-Ost@ländlich stadtnah@Hintergrund@17@0
DENW080@Solingen-Wald@vorstädtisches Gebiet@Hintergrund@25@0
DENW010@Unna-Königsborn@vorstädtisches Gebiet@Hintergrund@24@0
DENW181@Warstein@städtisches Gebiet@Industrie@15@0
DENW030@Wesel-Feldmark@vorstädtisches Gebiet@Hintergrund@24@0
DENW239@Witten-Zentrum@städtisches Gebiet@Verkehr@48@---
DENW189@Wuppertal Gathe@städtisches Gebiet@Verkehr@55@0
@Rheinland-Pfalz@@@@
DERP022@Bad Kreuznach-Bosenheimer Straße@städtisches Gebiet@Hintergrund@28@0
DERP026@Frankenthal-Europaring@städtisches Gebiet@Verkehr@38@0
DERP014@Hunsrück-Leisel@ländliches Gebiet@Hintergrund@9,5@0
DERP035@Kaiserslautern-Marienplatz@städtisches Gebiet@Verkehr@31@0
DERP019@Kaiserslautern-Rathausplatz@städtisches Gebiet@Hintergrund@24@0
DERP024@Koblenz-Friedrich-Ebert-Ring@städtisches Gebiet@Verkehr@37@0
DERP045@Koblenz-Hohenfelder Straße@städtisches Gebiet@Verkehr@46@0
DERP041@Ludwigshafen-Heinigstraße@städtisches Gebiet@Verkehr@49@0
DERP002@Ludwigshafen-Mitte@städtisches Gebiet@Verkehr@38@0
DERP003@Ludwigshafen-Mundenheim@städtisches Gebiet@Verkehr@36@0
DERP001@Ludwigshafen-Oppau@städtisches Gebiet@Hintergrund@27@0
DERP008@Mainz-Goetheplatz@städtisches Gebiet@Verkehr@34@0
DERP012@Mainz-Große Langgasse@städtisches Gebiet@Verkehr@46@0
DERP007@Mainz-Mombach@städtisches Gebiet@Hintergrund@28@0
DERP010@Mainz-Parcusstraße@städtisches Gebiet@Verkehr@56@3
DERP011@Mainz-Rheinallee@städtisches Gebiet@Verkehr@45@0
DERP009@Mainz-Zitadelle@städtisches Gebiet@Hintergrund@40@0
DERP027@Neustadt-Strohmarkt@städtisches Gebiet@Verkehr@26@0
DERP021@Neuwied-Hafenstraße@städtisches Gebiet@Hintergrund@27@0
DERP046@Neuwied-Hermannstraße@städtisches Gebiet@Verkehr@31@0
DERP017@Pfälzerwald-Hortenkopf@ländliches Gebiet@Hintergrund@7,6@0
DERP042@Pirmasens Schäferstr.@städtisches Gebiet@Hintergrund@24@0
DERP018@Speyer-St.-Guido-Stifts-Platz@städtisches Gebiet@Verkehr@33@0
DERP036@Trier Kaiserstraße@städtisches Gebiet@Verkehr@38@0
DERP020@Trier-Ostallee@städtisches Gebiet@Verkehr@36@0
DERP015@Westeifel Wascheid@ländliches Gebiet@Hintergrund@8@0
DERP016@Westerwald-Herdorf@ländliches Gebiet@Hintergrund@9,8@0
DERP028@Westerwald-Neuhäusel@ländliches Gebiet@Hintergrund@13@0
DERP013@Westpfalz-Waldmohr@ländliches Gebiet@Hintergrund@13@0
DERP023@Worms-Hagenstraße@städtisches Gebiet@Verkehr@31@0
DERP025@Wörth-Marktplatz@städtisches Gebiet@Hintergrund@23@0
@Saarland@@@@
DESL019@Biringen@ländlich regional@Hintergrund@12@0
DESL003@Dillingen City@städtisches Gebiet@Hintergrund@22@0
DESL010@Saarbrücken-Burbach@städtisches Gebiet@Hintergrund@25@0
DESL012@Saarbrücken-City@städtisches Gebiet@Hintergrund@33@0
DESL011@Saarbrücken-Eschberg@städtisches Gebiet@Hintergrund@18@0
DESL020@Saarbrücken-Verkehr@städtisches Gebiet@Verkehr@42@0
DESL013@Saarlouis-Fraulautern@vorstädtisches Gebiet@Hintergrund@24@0
DESL018@Sulzbach@städtisches Gebiet@Hintergrund@24@0
DESL017@Völklingen-City Stadionstr.@städtisches Gebiet@Hintergrund@20@0
@Sachsen@@@@
DESN001@Annaberg-Buchholz@städtisches Gebiet@Hintergrund@25@0
DESN004@Bautzen@städtisches Gebiet@Hintergrund@22@0
DESN006@Borna@städtisches Gebiet@Verkehr@28@0
DESN093@Brockau@ländlich regional@Hintergrund@13@0
DESN083@Chemnitz-Leipziger Str.@städtisches Gebiet@Verkehr@46@2
DESN011@Chemnitz-Mitte@städtisches Gebiet@Hintergrund@27@0
DESN076@Collmberg@ländlich abgelegen@Hintergrund@12@0
DESN084@Dresden-Bergstr.@städtisches Gebiet@Verkehr@50@1
DESN061@Dresden-Nord@städtisches Gebiet@Verkehr@39@0
DESN092@Dresden-Winckelmannstr.@städtisches Gebiet@Hintergrund@24@0
DESN017@Freiberg@städtisches Gebiet@Hintergrund@29@0
DESN019@Glauchau@städtisches Gebiet@Hintergrund@25@0
DESN020@Görlitz@städtisches Gebiet@Verkehr@27@0
DESN024@Klingenthal@städtisches Gebiet@Hintergrund@15@0
DESN077@Leipzig Lützner Str. 36@städtisches Gebiet@Verkehr@40@0
DESN025@Leipzig-Mitte@städtisches Gebiet@Verkehr@48@0
DESN059@Leipzig-West@städtisches Gebiet@Hintergrund@20@0
DESN079@Niesky@ländlich regional@Hintergrund@11@0
DESN075@Plauen-Süd@städtisches Gebiet@Verkehr@29@0
DESN051@Radebeul-Wahnsdorf@ländlich stadtnah@Hintergrund@17@0
DESN074@Schwartenberg@ländlich regional@Hintergrund@11@0
DESN052@Zinnwald@ländlich regional@Hintergrund@11@0
DESN045@Zittau-Ost@vorstädtisches Gebiet@Hintergrund@16@0
DESN091@Zwickau-Werdauer Str.@städtisches Gebiet@Verkehr@32@0
@Sachsen-Anhalt@@@@
DEST095@Aschersleben@städtisches Gebiet@Verkehr@31@0
DEST029@Bernburg@vorstädtisches Gebiet@Verkehr@23@0
DEST015@Bitterfeld/Wolfen@vorstädtisches Gebiet@Industrie@15@0
DEST039@Brocken@ländlich abgelegen@Hintergrund@4,3@0
DEST002@Burg@vorstädtisches Gebiet@Hintergrund@16@0
DEST091@Dessau Albrechtsplatz@städtisches Gebiet@Verkehr@24@0
DEST104@Domäne Bobbe@ländliches Gebiet@Hintergrund@11@0
DEST044@Halberstadt@städtisches Gebiet@Hintergrund@16@0
DEST101@Halberstadt/Friedenstrasse@städtisches Gebiet@Verkehr@43@---
DEST075@Halle/Merseburger Strasse@städtisches Gebiet@Verkehr@32@0
DEST050@Halle/Nord@städtisches Gebiet@Hintergrund@20@0
DEST102@Halle/Paracelsusstr.@städtisches Gebiet@Verkehr@55@0
DEST090@Leuna@vorstädtisches Gebiet@Industrie@16@0
DEST103@Magdeburg Schleinufer@städtisches Gebiet@Verkehr@36@0
DEST076@Magdeburg/Damaschkeplatz@städtisches Gebiet@Verkehr@44@0
DEST099@Magdeburg/Reuterallee@städtisches Gebiet@Verkehr@43@1
DEST077@Magdeburg/West@städtisches Gebiet@Hintergrund@20@0
DEST105@Stendal Stadtsee@städtisches Gebiet@Hintergrund@13@0
DEST098@Unterharz / Friedrichsbrunn@ländlich regional@Hintergrund@5,8@0
DEST081@Weißenfels/Promenade@städtisches Gebiet@Verkehr@25@0
DEST011@Wernigerode/Bahnhof@städtisches Gebiet@Hintergrund@14@0
DEST066@Wittenberg/Bahnstrasse@städtisches Gebiet@Hintergrund@12@0
DEST092@Wittenberg/Dessauer Strasse@städtisches Gebiet@Verkehr@35@0
DEST089@Zartau/Waldstation@ländlich regional@Hintergrund@8,4@0
@Schleswig-Holstein@@@@
DESH008@Bornhöved@ländlich regional@Hintergrund@13@0
DESH022@Flensburg@städtisches Gebiet@Verkehr@37@0
DESH025@Itzehoe Lindenstr.@städtisches Gebiet@Verkehr@47@0
DESH027@Kiel-Bahnhofstr. Verk.@städtisches Gebiet@Verkehr@53@6
DESH033@Kiel-Max-Planck-Str.@städtisches Gebiet@Hintergrund@19@0
DESH026@Lübeck Gr. Burgstr.@städtisches Gebiet@Verkehr@35@0
DESH023@Lübeck-St. Jürgen@städtisches Gebiet@Hintergrund@14@0
DESH030@Norderstedt@städtisches Gebiet@Verkehr@44@0
DESH034@Pinneberg Damm@städtisches Gebiet@Verkehr@41@0
DESH028@Ratzeburg@städtisches Gebiet@Verkehr@45@0
@Thüringen@@@@
DETH011@Altenburg Theaterplatz@städtisches Gebiet@Verkehr@20@0
DETH026@Dreißigacker@ländlich regional@Hintergrund@10@0
DETH013@Eisenach Wernebrg.Str@städtisches Gebiet@Hintergrund@18@0
DETH043@Erfurt Bergstr.@städtisches Gebiet@Verkehr@43@0
DETH020@Erfurt Krämpferstr.@städtisches Gebiet@Hintergrund@26@0
DETH009@Gera Friedericistr.@städtisches Gebiet@Hintergrund@22@0
DETH036@Greiz Mollbergstr.@städtisches Gebiet@Hintergrund@19@0
DETH040@Großer Eisenberg@ländlich abgelegen@Hintergrund@6@0
DETH061@Hummelshain@ländlich abgelegen@Hintergrund@8,9@0
DETH041@Jena Dammstr.@städtisches Gebiet@Hintergrund@17@0
DETH095@Mühlhausen Bastmarkt@städtisches Gebiet@Hintergrund@20@0
DETH094@Mühlhausen Kiliansgr.@städtisches Gebiet@Verkehr@35@0
DETH091@Mühlhausen Wanfrieder Str@städtisches Gebiet@Verkehr@31@0
DETH027@Neuhaus@ländlich abgelegen@Hintergrund@8,2@0
DETH018@Nordhausen@städtisches Gebiet@Hintergrund@21@0
DETH042@Possen@ländlich abgelegen@Hintergrund@8,1@0
DETH005@Saalfeld@städtisches Gebiet@Hintergrund@17@0
DETH096@Sömmerda Wielandstr.@vorstädtisches Gebiet@Hintergrund@15@0
DETH072@Suhl F.-König-Str@städtisches Gebiet@Verkehr@31@0
DETH084@Weimar K.-Liebknecht-Str.@städtisches Gebiet@Verkehr@34@0
DETH093@Weimar Schwanseestr.@städtisches Gebiet@Hintergrund@18@0
DETH060@Zella-Mehlis@städtisches Gebiet@Hintergrund@18@0
@Umweltbundesamt@@@@
DEUB030@Neuglobsow@ländlich regional@Hintergrund@5@0
DEUB004@Schauinsland@ländlich regional@Hintergrund@1,8@0
DEUB029@Schmücke@ländliches Gebiet@Hintergrund@4,6@0
DEUB005@Waldhof@ländliches Gebiet@Hintergrund@7,5@0
DEUB001@Westerland@ländliches Gebiet@Hintergrund@6,7@0
DEUB028@Zingst@ländliches Gebiet@Hintergrund@6,6@0
